"Comments","Clinical Code",,,,"Sensitivity Code",,,,"Confidentiality Code",,,
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317489","Saquinavir 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317488","Ritonavir 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317397","lamiVUDine 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317394","Itraconazole 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317374","Fluconazole 40 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317373","Fluconazole 10 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317359","efavirenz 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","317150","Ritonavir 100 MG Oral Capsule","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316992","Lozenge","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316916","Zidovudine 300 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316915","Zidovudine 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316867","Trimethoprim 8 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316865","Trimethoprim 160 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316864","Trimethoprim 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316739","sulfADIAZINE 500 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316647","Ritonavir 80 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316642","Rifampin 300 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316641","Rifampin 150 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316613","Pyrimethamine 25 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316334","Nevirapine 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316333","Nevirapine 10 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316128","lamiVUDine 5 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316127","lamiVUDine 150 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316126","lamiVUDine 10 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","316113","Itraconazole 10 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315974","Ganciclovir 500 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315941","Flucytosine 500 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315940","Flucytosine 250 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315939","Fluconazole 50 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315938","Fluconazole 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315937","Fluconazole 2 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315936","Fluconazole 150 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315935","Fluconazole 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315853","efavirenz 50 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315852","efavirenz 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315807","Didanosine 50 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315806","Didanosine 25 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315805","Didanosine 150 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315804","Didanosine 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315760","Dapsone 25 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315759","Dapsone 100 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315674","Cidofovir 75 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315374","Amphotericin B 50 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315373","Amphotericin B 5 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315372","Amphotericin B 100 MG/ML","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315282","Acyclovir 800 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315281","Acyclovir 400 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315280","Acyclovir 200 MG","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","315217","Stavudine 1 MG/ML Oral Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","314007","Ganciclovir 250 MG Oral Capsule","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313961","Didanosine 200 MG Chewable Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313812","Acyclovir 50 MG/ML Injectable Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313760","Zalcitabine 0.75 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313759","Zalcitabine 0.375 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313566","valGANciclovir 450 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313137","Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Injectable Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313134","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313110","Stavudine 40 MG Oral Capsule","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313109","Stavudine 30 MG Oral Capsule","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313108","Stavudine 20 MG Oral Capsule","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","313107","Stavudine 15 MG Oral Capsule","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","312821","Rifampin 60 MG/ML Injectable Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","311943","Nevirapine 10 MG/ML Oral Suspension","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","311925","Nelfinavir 0.05 MG/MG Oral Powder","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","311924","Nelfinavir 250 MG Oral Tablet","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
"HIV/AIDS information sensitivity","2.16.840.1.113883.6.88","RxNorm","311369","lopinavir 80 MG/ML / Ritonavir 20 MG/ML Oral Solution","http://terminology.hl7.org/CodeSystem/v3-ActCode",,"HIV","HIV/AIDS information sensitivity ","http://terminology.hl7.org/CodeSystem/v3-Confidentiality",,"V","Very Restricted"
